web_scraper_order,web_scraper_start_url,URL,Title,Ingredients,Preparation time,Conservation time,Level,Benefits
"1768685079-169","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gommage-fraicheur-drainant-aux-huiles-essentielles","Gommage fraîcheur drainant aux huiles essentielles","~ 200 ml   Gommage corps au sucre BIO200 mlHuile de Calophylle inophyle BIO10 mlHuile essentielle Menthe poivrée de Provence BIO2 mlHuile essentielle Cyprès de Provence BIO2 ml","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Exfoliant"
"1768685108-170","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gel-glace-contour-des-yeux","Gel glacé contour des yeux","~ 5 mlPhase A Extrait de Concombre BIO1 gActif Caféine naturelle0.05 g soit 1 cuillère SMIGDENPhase BGel natif d'Aloe Vera BIO4 gPhase CActif Natur'lift0.1 gConservateur Leucidal0.2 g","Préparation : 15  min","Conservation : ~3 mois *","Niveau : Débutant","Anti-âge"
"1768685138-171","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-paillete-et-parfume-effet-bronzant-pour-le-decollete","Roll-on pailleté effet bronzant pour le décolleté","~ 50 ml  Huile d'Amande douce BIO36.8 gMica Noisette scintillant1.5 gMica Blanc brillant1.5 gFragrance naturelle Trésor ambré0.9 gCire Cera Bellina1.5 g","Préparation : 15  min","Conservation : ~6 mois *","Niveau : Débutant","Bonne mine & bronzage"
"1768685167-172","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-friction-anti-chute","Sérum friction aux huiles de moutarde et cèdre stimulantes","~50 ml Phase A Gel natif d'Aloe Vera BIO30 mlPhase BHuile de Moutarde BIO20 mlHuile essentielle de Cèdre de l'Atlas BIO14 gouttes","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant","Fortifiant capillaire"
"1768685200-173","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-de-massage-energisante-et-harmonisante-encens-elemi","Crème de massage énergisante et harmonisante encens & elémi","~100 ml Phase A Huile de Coco BIO13.8 gBeurre de Karité brut BIO9 gCire émulsifiante n°3 sans palme8 gPhase BHydrolat d'Encens sauvage68 gPhase CHuile essentielle Encens oliban0.8 gHuile essentielle Élémi0.03 g soit 1 goutteConservateur Extrait pépins de pamplemousse0.6 g","Préparation : 40  min","Conservation : ~1 mois*","Niveau : Avancé","Peaux normales"
"1768685229-174","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/secret-de-beaute-marocain-lhuile-dargan-et-au-rhassoul","Secret de beauté marocain à l'huile d'argan et au rhassoul","~50 ml Rhassoul du Maroc (Ghassoul)51 gHuile d'Argan BIO7.4 gHuile d'Olive BIO14.8 gHuile essentielle Bois de rose BIO0.7 g","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant","Nutritif"
"1768685258-175","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-remineralisant-au-sel-de-lhimalaya","Savon au sel de l'Himalaya","~ 60 gBase de Savon Melt & Pour à l'Aloe vera BIO41.5 gHuile essentielle Bois de rose BIO0.6 g soit 23 gouttesSel rose de l'Himalaya18 g","Préparation : 10  min","Conservation : ~6 mois","Niveau : Débutant","Détox"
"1768685290-176","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-teintee-au-vert-seve-de-bambou","Crème teintée pour peaux noires Thé Vert & Sève de Bambou","~50 ml Phase A Huile de Figuier de Barbarie BIO (macérât huileux)7.5 gOlivem 1000 - émulsifiant3.5 gEau minérale35 gPhase BExtrait de Thé vert en poudre0.8 g Oxyde minéral noir0.2 gBase de teint Sable doré1.5 gPhase CPoudre de Sève de bambou0.2 gConservateur Cosgard0.5 g","Préparation : 25  min","Conservation : ~3 mois *","Niveau : Avancé","Anti-âge"
"1768685319-177","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/dentifrice-solide-enfant-tout-coco","Dentifrice naturel solide enfants ""tout coco""","~ 25 ml Phase A Huile de Coco BIO4.6 gAcide stéarique - Agent de texture2 gEau minérale2 gTensioactif SCI5 gActif Xylitol de Bouleau3 gActif Erythritol5 gPhase BCarbonate de Calcium (blanc de Meudon)16.5 gFragrance naturelle Délice de Coco2 g soit 72 gouttes","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768685347-178","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/synergie-dhuiles-essentielles-diffuser-pour-se-relaxer","Synergie d'huiles essentielles à diffuser pour se relaxer","Pour un flacon 10 ml Huile essentielle Petitgrain Bigarade BIO5 mlHuile essentielle Marjolaine à coquilles BIO3 mlHuile essentielle Linaloe baies2 ml","Préparation : 4  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768685378-179","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-teintee-bonne-mine-l-argile-rouge","Crème teintée bonne mine à l’argile rouge","~50 ml Phase A Huile d'Abricot BIO10 gCire émulsifiante n°3 sans palme4 gPhase BEau minérale32 gPhase CArgile rouge surfine1 gTalc Douceur - poudre support0.5 gActif Complexe Hydratation Intense1.5 gFragrance naturelle Fleur de Coton0.5 gConservateur Cosgard0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~1 mois*","Niveau : Avancé","Bonne mine & bronzage"
"1768685408-180","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/baume-disciplinant-olive-piqui","Baume disciplinant olive & piqui","~100 ml Phase A Beurre d'Olive13.2 gHuile de Piqui BIO18.1 gCire de Carnauba BIO0.5 gEmulsifiant BTMS6 geau minérale60 gPhase BConservateur Cosgard0.6 g","Préparation : 20  min","Conservation : ~3 mois","Niveau : Débutant","Nutritif"
"1768685438-181","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fluide-visage-peaux-matures-au-bois-de-rose","Fluide visage peaux matures au bois de rose","~50 ml Phase A Huile de Rose Musquée du Chili BIO9.2 g 	Phase BGélisucre BIO - émulsifiant3.5 g 	Phase CHydrolat de Rose de Damas BIO15 g eau minérale20 g Gomme Xanthane0.25 g soit 1 cuillère DASH 	Phase DHuile essentielle Bois de rose BIO0.35 g soit 14 gouttes Conservateur Naticide0.3 g soit 9 gouttes","Préparation : 30  min","Conservation : ~3 mois *","Niveau : Avancé","Anti-âge"
"1768685469-182","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fluide-purifiant-teint-hale","Fluide purifiant teint hâlé","~ 50 ml  Crème fluide Zinc hyaluronate & Acide salicylique végétal1 flacon de 50 mlGouttes autobronzantes4,1 gActif Concentré Eclat & Lumière1,6 gFragrance naturelle Sublime0,4 g soit 17 gouttes","Préparation : 15  min","Conservation : 3 mois*","Niveau : Débutant","Hydratant"
"1768685498-183","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-mains-jeunesse","Crème mains jeunesse","~60 mlCrème visage et corps jeunesse56 gActif Melano'regul1.2 gActif Microsphères de silice0.5 gActif Algo'boost Jeunesse1.2 g soit 21 gouttesFragrance naturelle Body butter0.6 g soit 25 gouttes","Préparation : 10  min","Conservation : ~ 3 mois*","Niveau : Débutant","Adoucissant"
"1768685527-184","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-demaquillante-peaux-sensibles-mauve-hamamelis","Lotion démaquillante peaux délicates edelweiss & hamamélis","~100 ml  Hydrolat d'Hamamélis BIO92 gExtrait d'Edelweiss BIO2.2 gTensioactif Mousse de Sucre sans palme3.3 gArôme naturel Abricot1.8 gConservateur Cosgard1 g","Préparation : 10  min","Conservation : ~3 mois *","Niveau : Débutant","Adoucissant"
"1768685558-185","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/shampooing-solide-menthe-coco","Shampoing solide menthe & coco","~ 100 gPhase A Pâte à mousse8 pelles de 2 mlTensioactif SCI1 verre doseur 25 mlAlcool cétéarylique - Emulsifiant1 pelle de 2 mlHuile de Coco BIO5 mlEau minérale5 mlPhase BPoudre d'Amidon de Maïs BIO3 verres doseur 25 mlHuile essentielle Menthe verte BIO17 gouttes","Préparation : 15  min","Conservation : ~6 mois*","Niveau : Débutant","Beauté capillaire"
"1768685588-186","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/poudre-moussante-pour-le-bain-lait-damande-fleur-doranger","Poudre peau douce pour le bain lait d'amande & fleur d'oranger","~ 30 mlTensioactif SCI2 cuillères à soupe (10 g)Actif Lait d'amande douce BIO (poudre)15 gouttesFragrance naturelle Fleurs d'oranger1 cuillère à soupe (10 g)","Préparation : 5  min","Conservation : ~6 mois *","Niveau : Débutant","Adoucissant"
"1768685618-187","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-douceur-visage-corps","Crème douceur visage & corps","~100 ml  Phase A Huile de Bellis (macérât huileux)18 gCire émulsifiante Olive Douceur9 gPhase BEau minérale59.5 gPhase CTouche de Douceur - poudre support1.8 gFragrance naturelle Fleur de Coton0.9 g  soit 33 gouttesFragrance naturelle Body butter0.3 g soit 11 gouttesConservateur Naticide0.5 g soit 17 gouttes","Préparation : 25  min","Conservation : ~ 3mois*","Niveau : Débutant","Adoucissant"
"1768685654-188","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/demaquillant-bi-phasique-neroli-et-orange-sanguine","Démaquillant bi-phase néroli et orange sanguine","~50 ml Phase A Hydrolat de Fleurs d'oranger BIO30 gColorant naturel Jus de Betterave BIO0.25 gConservateur Extrait pépins de pamplemousse0.3 gPhase BHuile de Jojoba BIO8.7 gHuile de Melon d'eau du Kalahari9.2 gHuile essentielle Néroli BIO0.2 gHuile essentielle Orange sanguine de Sicile BIO0.3 gAntioxydant Vitamine E naturelle0.05 g soit 2 gouttes","Préparation : 10  min","Conservation : ~1 mois *","Niveau : Débutant","Nutritif"
"1768685678-189","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gommage-nourrissant-au-karite","Gommage au beurre de Karité nourrissant","~120 mlPhase A Beurre de Karité (sauvage) désodorisé30 gHuile de Karité - Oléine32.5 gPhase BGélisucre BIO - émulsifiant24 gPhase CFragrance naturelle Body butter1.5 g soit 60 gouttesFragrance naturelle Douceur Lactée1.5 g soit 55 gouttesCassonade BIO30 g","Préparation : 35  min","Conservation : ~3 mois *","Niveau : Confirmé","Exfoliant"
"1768685708-190","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/creme-nettoyante-douceur-peau-nette","Crème nettoyante douceur ""peau nette""","~60 mlCrème lavante Coco & Karité6 cuillères à soupeHuile essentielle Manuka20 gouttes","Préparation : 10  min","Conservation : ~3 mois*","Niveau : Débutant","Adoucissant"
"1768685740-191","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/baume-precieux-pour-le-corps-hypnotique-jasmin","Baume précieux pour le corps hypnotique Jasmin","~ 50 ml  Phase A Caprylis - Emollient28.5 gCoco silicone - Emollient2.6 gHuile de Monoï BIO (macérât huileux)7.4 gCire Cera Bellina8 gPhase BAbsolue de Jasmin grandiflorum0,05 g soit 2 gouttesMica Poudre d'or0.1 g Antioxydant Vitamine E naturelle0,1 g soit 4 gouttes","Préparation : 15  min","Conservation : ~6 mois","Niveau : Débutant","Tous types de peaux"
"1768685768-192","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/friction-activatrice-de-pousse","Friction activatrice de pousse","~100 ml Hydrolat de Pamplemousse BIO95 mlActif Maca Vital5 mlConservateur Cosgard20 gouttes","Préparation : 5  min","Conservation : ~3 mois","Niveau : Débutant","Fortifiant capillaire"
"1768685798-193","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/scrub-visage-bergamote-citron-vert","Scrub visage bergamote & citron vert","~100 ml Phase A Eau minérale92 gPhase BGomme Xanthane2 gPhase CExfoliant Poudre noyaux d'abricot BIO4 gHuile essentielle Bergamote sans furocoumarines de Calabre BIO0.5 gHuile essentielle Citron vert BIO0.5 gConservateur Cosgard0.6 g","Préparation : 15  min","Conservation : ~ 3 mois","Niveau : Débutant","Exfoliant"
"1768685828-194","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/fluide-purifiant-anti-taches-et-eclat-du-teint","Fluide purifiant anti-tâches et éclat du teint","~50 ml Crème fluide Zinc hyaluronate & Acide salicylique végétal1 flacon de 50 mlActif Melano'regul1,6 gHuile de Carotte BIO (macérât huileux)2,3 gHuile essentielle Bergamote sans furocoumarines de Calabre BIO0,2 g soit 6 gouttes","Préparation : 15  min","Conservation : 3 mois*","Niveau : Débutant","Hydratant"
"1768685860-195","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-du-cuisinier-thym-romarin-citron","Savon du cuisinier thym, romarin & citron","~90 gPhase A Base de Savon Melt & Pour à l'Aloe vera BIO80.8 gPhase BArgile blanche surfine (Kaolin)7.2 gOxyde minéral vert0.2 g soit 1 cuillère PINCHPhase CHuile essentielle Thym à thymol0.45 g soit 18 gouttesHuile essentielle Romarin à cinéole BIO0.45 g soit 18 gouttesHuile essentielle Citron de Sicile0.9 g soit 35 gouttes","Préparation : 20  min","Conservation : ~6 mois *","Niveau : Débutant","Fraîcheur"
"1768685888-196","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-de-massage-visage-vitalite","Huile de massage visage - vitalité","~30 ml Huile d'Abricot BIO17 mlHuile de Rose Musquée du Chili BIO9 mlHuile de Tomate - pépins3 mlActif Coenzyme Q1037 gouttesHuile essentielle Pamplemousse sans furocoumarines BIO12 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Bonne mine & bronzage"
"1768685918-197","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/deodorant-gel-aloe-sauge-palmarosa","Déodorant gel aloe, sauge & palmarosa","~50 ml Gel natif d'Aloe Vera BIO50 ml (soit 1/2 flacon de 100 ml)Actif Bacti-Pur38 gouttesHuile essentielle Sauge sclarée de Provence BIO3 gouttesHuile essentielle Palmarosa BIO3 gouttes","Préparation : 10  min","Conservation : ~1 mois*","Niveau : Débutant","Adoucissant"
"1768685948-198","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-de-rincage-brillance-aux-fleurs-dhibiscus","Lotion de rinçage brillance aux fleurs d'Hibiscus","Pour 1 applicationPoudre d'Hibiscus BIO1 cuillère à soupeEau minérale	200 ml","Préparation : 15  min","Conservation : A utiliser tout de suite*","Niveau : Débutant","Beauté capillaire"
"1768685979-199","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/secret-dinde-pour-peaux-atopiques","Secret d'Inde pour peaux délicates","~50 ml Huile de Chaulmoogra14.4 gHuile de Son riz BIO9.2 gHuile de Coton BIO13.7 gHuile de Ricin BIO9.6 gHuile essentielle Santal alba0.15 g soit 6 gouttesHuile essentielle Menthe des champs BIO0.02 g soit 1 goutte Antioxydant Vitamine E naturelle0.1 g soit 4 gouttes","Préparation : 10  min","Conservation : ~3 mois *","Niveau : Débutant","Apaisant"
"1768686008-200","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-tonique-demaquillante-anti-age-la-rose","Lotion démaquillante à la rose de damas","~100 ml Hydrolat de Rose de Damas BIO33 gEau minérale 60 gTensioactif Sodium Lauroyl Sarcosinate3 gActif Algo'boost Jeunesse3 g soit 52 gouttesConservateur Cosgard1 g soit 31 gouttes","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant","Anti-âge"
"1768686038-201","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/pain-de-savon-exfoliant-olive-laurier","Pain de savon exfoliant olive & laurier","~ 100 gPhase A Huile d'Olive BIO47 gHuile de Coprah BIO20 gPhase BSoude caustique pure (solide)9.4 gEau minérale22.4 gPhase CHuile essentielle Laurier noble0.03 g soit 1 goutteHuile essentielle Lavandin grosso de Provence BIO0.7 soit 23 gouttesExfoliant Poudre de noyaux d'Olives0.7 g","Préparation : 30  min","Conservation : ~6 mois *","Niveau : Avancé","Exfoliant"
"1768686068-202","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/elixir-definition-pour-les-boucles","Elixir définition pour les boucles","~ 30 mlHuile de Piqui BIO10 mlHuile de Pracaxi10 mlHuile de Brocoli BIO10 ml","Préparation : 5  min","Conservation : 6 mois*","Niveau : Débutant","Beauté capillaire"
"1768686098-203","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-repulpant-lacide-hyaluronique","Sérum repulpant à l'acide hyaluronique","~30 ml Gel natif d'Aloe Vera BIOle flacon de 30 mlActif Acide hyaluronique naturel1 cuillère 0.5 ml (soit ½ pot de 0.2 g)Fragrance naturelle Aqua'zen10 gouttes","Préparation : 5  min","Conservation : ~1 mois à température ambiante OU 3 mois au réfrigérateur*","Niveau : Débutant","Apaisant"
"1768686129-204","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/deep-conditioner-solide-coco-miel-banane","Recette deep conditioner solide coco, miel & banane","~2 x 50 gBeurre de Karité (sauvage) désodorisé27 gHuile de Coco BIO18.4 gGuimauve en poudre14 gShikakai en poudre BIO24 gPoudre de Banane BIO6 gMiel liquide10 g","Préparation : 15  min","Conservation : ~6 mois*","Niveau : Débutant","Adoucissant"
"1768686158-205","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/masque-purifiant-et-tonifiant-vert-la-menthe","Masque purifiant Rhassoul & Argile verte","Pour 1 masque  Rhassoul du Maroc (Ghassoul)3 pelles de 2 mlArgile montmorillonite verte surfine (smectite)1.5 pelle de 2 mlHydrolat de Menthe verte de Provence BIO15 ml","Préparation : 10  min","Conservation : A utiliser tout de suite*","Niveau : Débutant","Purifiant"
"1768686192-206","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lait-vegetal-visage-et-corps-trousse-du-voyageur-pink-lady","Lait végétal visage et corps ""Trousse du voyageur"" Pink lady","~50 ml Phase A Eau minérale27 gHydrolat de Rose de Damas BIO16.5 gGomme Xanthane0.3 g soit 1 cuillère PINCH  1 cuillère DASHPhase BHuile d'Abricot BIO8.3 gCire émulsifiante n°3 sans palme1.7 gPhase CActif Inuline BIO0.6 gOxyde minéral rose0.03 g soit 1 cuillère SMIDGENPhase DFragrance naturelle Pomme d'Happy0.3 g soit 11 gouttesConservateur Cosgard0.3 g soit 10 gouttes","Préparation : 25  min","Conservation : ~3 mois *","Niveau : Débutant","Hydratant"
"1768686221-207","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/roll-force-courage","Roll-on forceet courage","~ 5 mlHuile essentielle Marjolaine à coquilles BIO15 gouttesHuile essentielle Laurier noble BIO10 gouttesHuile essentielle Kunzea10 gouttesHuile d'Abricot BIO4 ml","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant",""
"1768686249-208","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/stick-protecteur-pour-les-levres","Stick au beurre de kpangnan apaisant","~ 6 ml  Beurre de Kpangnan brut BIO1.7 gHuile de Ricin BIO2 gActif Oxyde de zinc0.4 gHuile de Vanille BIO (macérât huileux)2.6 gCire de Candelilla1.7 gGlycérine végétale - Emollient0.1 gAntioxydant Vitamine E naturelle0.03 g soit 1 goutte","Préparation : 30  min","Conservation : ~3 mois *","Niveau : Débutant","Adoucissant"
"1768686284-209","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/eau-micellaire-purifiante-desincrustante","Eau micellaire purifiante & désincrustante","~100 ml Phase A Eau micellaire au concombre BIO & Acide hyaluronique90 gActif Algo'Zinc5 gActif Acide salicylique végétal3 gFragrance naturelle Aqua'zen0.1 g soit 3 gouttes","Préparation : 5  min","Conservation : ~3 mois*","Niveau : Débutant","Astringent"
"1768686308-210","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/serum-visage-hydratation-express","Sérum visage hydratation express","~30 ml Sérum concentré d'Acide hyaluronique 3,5%30 mlActif Urée4 cuillères 0.5 mlFragrance naturelle Baby Doll1 goutte","Préparation : 5  min","Conservation : ~1 mois*","Niveau : Débutant","Hydratant"
"1768686340-211","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/beurre-durucum-anti-age-et-bonne-mine","Beurre d'Urucum anti-âge et bonne mine","~ 70 mlPhase A - Réalisation du macérât huileux d'Urucum 10% (~70 ml)Huile d'Abricot31.5 g Huile de Coco BIO25 gPoudre d'Urucum BIO6.5 gPhase B - Réalisation du Beurre d'Urucum (~80 ml)Macérât huileux d'Urucum à 10 % (créé en Phase A)49.5 gBeurre d'Olive7.2 gCire Cera Bellina7.2 gCaprylis - Emollient7.2 gPhase CFragrance naturelle Fleurs du Paradis0.7 g soit 24 gouttesAntioxydant Vitamine E naturelle0.15 g soit 5 gouttes","Préparation : 15  min","Conservation : ~6 mois*","Niveau : Débutant","Anti-âge"
"1768686368-212","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/bain-dhuile-ayurvedique-longueur-et-force-des-cheveux","Bain d'huile ayurvédique longueur et force des cheveux","~100 ml Huile d'Amla BIO (macérât huileux)65 gHuile de Moutarde BIO27.6 gHuile essentielle Ylang-Ylang complète BIO0.9 g","Préparation : 10  min","Conservation : ~6 mois*","Niveau : Débutant","Cheveux secs"
"1768686398-213","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/bain-moussant-delassant-essentiel","Bain moussant délassant essentiel","~100 ml  Phase A Tensioactif SLSA20 gEau minérale48 gPhase BTensioactif Mousse de Sucre sans palme30 gHuile essentielle Kunzea1 g soit 38 gouttesPhase CConservateur Extrait pépins de pamplemousse0.6 g soit 20 gouttes Acide lactique0.15 g soit 4 gouttes","Préparation : 20  min","Conservation : ~3 mois *","Niveau : Débutant",""
"1768686430-214","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/lotion-micellaire-demaquillante-peaux-normales","Lotion micellaire démaquillante peaux normales","~ 60 mlEau minérale34 gEau aromatique de Litsée citronnée BIO6 gEau aromatique de Jasmin sambac15 gBase micellaire concentrée4.2 gAcide lactique0.1 g soit 3 gouttesConservateur Complexe Benzoate & Sorbate0.6 g soit 12 gouttes","Préparation : 5  min","Conservation : ~3 mois *","Niveau : Débutant","Hydratant"
"1768686461-215","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/dentifrice-pour-enfant-charlotte-aux-fraises","Dentifrice naturel pour enfants ""charlotte aux fraises""","~ 80 mlPhase A Carbonate de Calcium (blanc de Meudon)50 gEau minérale30 gActif Xylitol de Bouleau10 gActif Erythritol10 gConservateur Complexe Benzoate & Sorbate1 g soit 16 gouttesPhase BGomme Xanthane1 g Phase CActif Zinc citrate0.6 gFragrance naturelle Charlotte aux Fraises0.5 g soit 18 gouttes","Préparation : 15  min","Conservation : ~1 mois*","Niveau : Débutant",""
"1768686488-216","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/huile-pieds-dathlete","Huile de secours pour les ongles de pieds","~ 50 ml  Huile d'Olive BIO19 gHuile de Calophylle inophyle BIO8.5 gHuile essentielle Origan kaliteri0.55 gHuile essentielle Tea tree (Arbre à Thé)0.25 g","Préparation : 5  min","Conservation : ~6 mois","Niveau : Débutant",""
"1768686521-217","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/savon-nourrissant-magie-dorient","Savon cocooning magie d'orient","~110 gPremière étape : réalisation de la préparation rougeBase de Savon Melt & Pour à l'Aloe vera BIO20 gPhase BOxyde minéral rouge0,04 g soit 2 cuillères DROPPhase CHuile essentielle Petitgrain Bigarade BIO0,1 g soit 4 gouttesHuile essentielle Orange douce0,1 g soit 4 gouttesDeuxième étape : réalisation de la préparation marronBase de Savon Melt & Pour à l'Aloe vera BIO80 gPhase BRhassoul du Maroc (Ghassoul)5 gActif Lait d'amande douce BIO (poudre)3 gPhase CHuile d'Argan BIO2 gHuile essentielle Petitgrain Bigarade BIO0.5 g soit 20 gouttesHuile essentielle Orange douce0.5 g soit 20 gouttes","Préparation : 35  min","Conservation : ~6 mois *","Niveau : Débutant","Adoucissant"
"1768686551-218","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/recette-solution-micellaire-peaux-sensibles","Recette solution micellaire peaux sensibles","~100 ml Eau minérale 84 g Base micellaire concentrée7 g Actif Xylitol de Bouleau3 gActif cosmétique Skin repair2 gConservateur Leucidal4 g","Préparation : 10  min","Conservation : ~3 mois*","Niveau : Débutant","Adoucissant"
"1768686578-219","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/ombre-paupieres-creme-vert-deau","Ombre à paupières crème vert d'eau","~5 mlPhase A Cire Cera Bellina0.2 g soit 1 cuillère DASHCaprylis - Emollient1.5 gMyristate d'isopropyle - Emollient0.1 g Phase BTalc Douceur - poudre support1.6 gTouche de Douceur - poudre support0.3 gMica Vert océan0.7 gMica Blanc brillant0.1 g","Préparation : 25  min","Conservation : ~3 mois *","Niveau : Avancé","Maquillage"
"1768686613-220","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gommage-visage-regenerant-la-rose","Gommage visage à la Rose","~50 ml Phase A Beurre de Karité (sauvage) désodorisé21.6 gPhase BHuile de Rose Musquée du Chili BIO4.8 gHuile d'Abricot14.4 gPhase CExfoliant Rose musquée en poudre BIO7.2 gHuile essentielle Rose de Damas BIO0.02 g","Préparation : 30  min","Conservation : ~3 mois *","Niveau : Avancé","Anti-âge"
"1768686638-221","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/deodorant-solide-litsee-palmarosa","Déodorant solide litsée & palmarosa","~60 mlPhase A Cire de Carnauba BIO7.5 gHuile de Coco BIO18.4 gPhase BBicarbonate de Soude (bicarbonate de sodium)20 gPoudre d'Amidon de Maïs BIO15 gHuile essentielle Litsée citronnée BIO1 goutteHuile essentielle Palmarosa BIO0.15 g soit 5 gouttes","Préparation : 25  min","Conservation : ~6 mois","Niveau : Avancé","Fraîcheur"
"1768686668-222","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/gel-douche-fraicheur-boisee","Gel douche fraîcheur boisée","~ 70 mlBase lavante neutre sans palme70 mlHuile essentielle Menthe poivrée BIO2 gouttesFragrance naturelle Bois d'Hinoki9 gouttes","Préparation : 5  min","Conservation : ~3 mois","Niveau : Débutant","Tous types de peaux"
"1768686700-223","https://www.aroma-zone.com/recipes/recipe-list","https://www.aroma-zone.com/recipe/diffusion-delassante","Diffusion délassante","Pour une diffusionHuile essentielle Cannelle tamala BIO14 gouttesHuile essentielle Orange douce40 gouttesHuile essentielle Petitgrain Bigarade BIO16 gouttes","Préparation : 5  min","Conservation : ~6 mois*","Niveau : Débutant","Parfumant"
