web_scraper_order,web_scraper_start_url,URL,Title,Prep time,Level,Ingredients
"1768735798-252","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/bali-bubbles-soap-project/PS000302.html","Bali Bubbles Soap Project","2 hours","Intermediate","Katie of Royalty Soaps"
"1768735818-253","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/hyaluronic-acid-serum-project/PS000303.html","Hyaluronic Acid Serum Project","30 minutes","Intermediate","ingredients for skincare"
"1768735838-254","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/latte-cold-process-soap-project/PS000304.html","Latte Cold Process Soap Project","1 hour","Intermediate",""
"1768735858-255","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/cosmetics/coffee-lip-scrub-project/PS000306.html","Coffee Lip Scrub Project","1 hour","Beginner","skin-loving ingredients"
"1768735879-256","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/jasmine-moon-soap-project/PS000307.html","Jasmine Moon Soap Project","2 hours","Advanced",""
"1768735898-257","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/pumpkin-sandalwood-scrub-project/PS000308.html","Pumpkin Sandalwood Scrub Project","30 minutes","Beginner","Pumpkin Sandalwood Fragrance Oil"
"1768735918-258","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/bewitched-orchid-candle-project/PS000309.html","Bewitched Orchid Candle Project","2 hours","Beginner","How to Make Soy Wax Candles article"
"1768735938-259","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/twilight-bath-tea-project/PS000311.html","Twilight Bath Tea Project","30 minutes","Beginner","Dead Sea salt"
"1768735958-260","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/candy-cane-soap-project/PS000312.html","Candy Cane Soap Project","2 hours","Intermediate","Learn more about our EcoGlitters here"
"1768735978-261","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/frosted-fir-soap-project/PS000314.html","Frosted Fir Soap Project","2 hours","Intermediate",""
"1768735998-262","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/birchwood-oud-candle-project/PS000315.html","Birchwood Oud Candle Project","2 hours","Beginner","candle making supplies"
"1768736018-263","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/palo-santo-beard-oil-project/PS000316.html","Palo Santo Beard Oil Project","30 minutes","Beginner","skin-loving oils"
"1768736038-264","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/cranberry-sugar-scrub-cubes-project/PS000317.html","Cranberry Sugar Scrub Cubes Project","30 minutes","Beginner","body scrub and bath salt making supplies"
"1768736058-265","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/rose-quartz-body-polish-project/PS000318.html","Rose Quartz Body Polish Project","30 minutes","Beginner","body care supplies"
"1768736078-266","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/baobab-and-jojoba-soap-project/PS000320.html","Baobab and Jojoba Soap Project","1 hour","Beginner",""
"1768736098-267","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/northern-lights-cold-process-soap/PS000321.html","Northern Lights Cold Process Soap","2 hours","Advanced","Love Your Suds"
"1768736118-268","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/romantic-orchid-candle-project/PS000322.html","Romantic Orchid Candle Project","2 hours","Beginner","Bewitched Orchid Fragrance Oil"
"1768736138-269","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/citrus-and-shea-soap-project/PS000323.html","Citrus and Shea Soap Project","2 hours","Beginner","Raw Shea Quick Mix"
"1768736158-270","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/lavender-facial-soap-project/PS000325.html","Lavender Facial Soap Project","2 hours","Intermediate","Shea Quick Mix"
"1768736178-271","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/rosehip-and-lavender-face-mask-project/PS000326.html","Rosehip and Lavender Face Mask Project","1 hour","Intermediate","Rose Clay"
"1768736198-272","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/rose-hyaluronic-jelly-face-mask-project/PS000327.html","Rose Hyaluronic Jelly Face Mask Project","30 minutes","Intermediate","Hyaluronic acid"
"1768736218-273","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/oat-shea-cleansing-cream-project/PS000328.html","Oat Shea Cleansing Cream Project","1 hour","Intermediate","oat oil"
"1768736239-274","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/lilac-and-rosehip-bath-bomb-project/PS000329.html","Lilac and Rosehip Bath Bomb Project","1 hour","Intermediate","rosehip seed oil"
"1768736258-275","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/palm-free-aloe-soap-project/PS000331.html","Palm-Free Aloe Soap Project","2 hours","Beginner","click here to learn more about palm oil alternatives"
"1768736278-276","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/superfruit-facial-oil-project/PS000332.html","Superfruit Facial Oil Project","30 minutes","Beginner","Natural Peach Mango Fragrance Oil"
"1768736298-277","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/strawberry-lemonade-soap-project/PS000333.html","Strawberry Lemonade Soap Project","2 hours","Intermediate","Lemonade Stand Fragrance Oil"
"1768736413-278","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/watermelon-bubbling-bath-truffle-project/PS000334.html","Watermelon Bubbling Bath Truffle Project","1 hour","Intermediate","Watermelon Sugar Fragrance Oil"
"1768736430-279","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/murumuru-butter-balm-project/PS000335.html","Murumuru Butter Balm Project","30 minutes","Beginner","Murumuru butter"
"1768736450-280","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/aloe-shampoo-bar-project/PS000336.html","Aloe Shampoo Bar Project","1 hour","Intermediate","Foaming Noodles - SCI"
"1768736470-281","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/triple-butter-mango-soap-project/PS000338.html","Triple Butter Mango Soap Project","2 hours","Intermediate","Coconut Mango Fragrance Oil"
"1768736490-282","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/hyaluronic-facial-spray-project/PS000339.html","Hyaluronic Facial Spray Project","30 minutes","Beginner","cucumber essential water"
"1768736510-283","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/eucalyptus-shower-steamer-project/PS000340.html","Eucalyptus Shower Steamer Project","30 minutes","Beginner","eucalyptus essential oil"
"1768736531-284","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/apple-bourbon-soap-project/PS000341.html","Apple Bourbon Soap Project","2 hours","Intermediate","Merlot Sparkle Mica"
"1768736550-285","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/cardamom-and-cedar-candle-project/PS000342.html","Cardamom and Cedar Candle Project","2 hours","Beginner","Coconut Soy Candle Wax"
"1768736570-286","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/pumpkin-sandalwood-soap-project/PS000343.html","Pumpkin Sandalwood Soap Project","2 hours","Advanced","Hanger Swirl Tool"
"1768736591-287","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/gingerbread-cake-soap-project/PS000344.html","Gingerbread Cake Soap Project","2 hours","Intermediate","6 Cavity Silicone Circle Mold"
"1768736610-288","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/get-started/beginner-projects/lavender-cocoa-lip-balm-project/PS000345.html","Lavender Cocoa Lip Balm Project","30 minutes","Beginner","White beeswax"
"1768736630-289","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/amethyst-crystal-bath-bomb-project/PS000347.html","Amethyst Crystal Bath Bomb Project","1 hour","Beginner",""
"1768736650-290","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/soothing-yogurt-and-oatmeal-soap-project/PS000348.html","Soothing Yogurt and Oatmeal Soap Project","2 hours","Intermediate","How to Add Milk to Soap"
"1768736670-291","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/sweetheart-shampoo-bar-project/PS000349.html","Sweetheart Shampoo Bar Project","1 hour","Intermediate","Foaming Noodles - SCI"
"1768736691-292","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/gardenia-peach-soap-project/PS000350.html","Gardenia Peach Soap Project","1 hour","Beginner",""
"1768736710-293","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/shamrock-soap-project/PS000351.html","Shamrock Soap Project","2 hours","Intermediate","Mini Heart Silicone Column Mold"
"1768736730-294","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/hyaluronic-body-cream-project/PS000352.html","Hyaluronic Body Cream Project","1 hour","Intermediate","squalane oil"
"1768736751-295","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/reishi-mushroom-face-cream-project/PS000353.html","Reishi Mushroom Face Cream Project","1 hour","Intermediate","Rosehip and Jojoba Quick Lotion Mix"
"1768736771-296","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/chamomile-cleansing-balm-project/PS000354.html","Chamomile Cleansing Balm Project","30 minutes","Beginner","Natural Juicy Pear Fragrance Oil"
"1768736791-297","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/honey-hyaluronic-jelly-face-mask-project/PS000355.html","Honey Hyaluronic Jelly Face Mask Project","30 minutes","Intermediate","Rose Hyaluronic Jelly Mask Project"
"1768736811-298","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/bakuchiol-face-cream-project/PS000356.html","Bakuchiol Face Cream Project","1 hour","Intermediate","Bakuchi Seed Oil in Skincare"
"1768736831-299","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/triple-honey-soap-project/PS000378.html","Triple Honey Soap Project","2 hours","Intermediate","honey in bath and body products here"
"1768736850-300","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/coconut-cream-soap-project/PS000357.html","Coconut Cream Soap Project","2 hours","Advanced","Coconut Cream Fragrance Oil"
"1768736871-301","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/cannabis-cashmere-candle-project/PS000358.html","Cannabis Cashmere Candle Project","1 hour","Beginner","Coconut Soy Candle Wax"
"1768736890-302","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/desert-sunset-soap-project/PS000359.html","Desert Sunset Soap Project","2 hours","Advanced","Large Heart Silicone Column Mold"
"1768736911-303","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/agave-bloom-soap-project/PS000360.html","Agave Bloom Soap Project","2 hours","Intermediate","Dark Green Mica"
"1768736931-304","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/pretty-in-pink-soap-project/PS000361.html","Pretty in Pink Soap Project","30 minutes","Beginner","Magenta Color Block"
"1768736950-305","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/pineapple-sugar-scrub-cube-project/PS000362.html","Pineapple Sugar Scrub Cube Project","30 minutes","Beginner","watermelon oil"
"1768736970-306","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/conditioning-shampoo-bar-project/PS000363.html","Conditioning Shampoo Bar Project","1 hour","Intermediate","Wild Heather and Thyme Fragrance Oil"
"1768736990-307","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/nourishing-olive-hair-oil-project/PS000364.html","Nourishing Olive Hair Oil Project","30 minutes","Beginner","OliveGlide"
"1768737010-308","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/luxury-hair-mask-project---3-ways/PS000365.html","Luxury Hair Mask Project - 3 Ways","30 minutes","Beginner","Humblebee and Me"
"1768737031-309","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/elderberry-swirl-soap-project/PS000367.html","Elderberry Swirl Soap Project","2 hours","Advanced",""
"1768737051-310","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/love-bites-bath-bomb-project/PS000379.html","Love Bites Bath Bomb Project","1 hour","Beginner","bath bomb recipes"
"1768737071-311","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/monster-mash-soap-project/PS000380.html","Monster Mash Soap Project","1 hour","Intermediate","Luxury Rebatch Soap Base"
"1768737090-312","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/pumpkin-cardamom-swirl-soap-project/PS000381.html","Pumpkin Cardamom Swirl Soap Project","1 hour","Intermediate","Watch this video"
"1768737110-313","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/cocoa-cashmere-body-butter-project/PS000368.html","Cocoa Cashmere Body Butter Project","30 minutes","Beginner","Cocoa Butter Cashmere Fragrance Oil"
"1768737131-314","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/spooky-stripe-soap-project/PS000369.html","Spooky Stripe Soap Project","1 hour","Intermediate","Bewitched Orchid Fragrance Oil"
"1768737151-315","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/sensuous-sandalwood-candle-project/PS000370.html","Sensuous Sandalwood Candle Project","1 hour","Beginner","Coconut Soy Candle Wax"
"1768737171-316","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/swirled-hearts-soap-project/PS000371.html","Swirled Hearts Soap Project","2 hours","Advanced","Rosehip Jasmine Fragrance Oil"
"1768737191-317","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/peach-fuzz-soap-project/PS000372.html","Peach Fuzz Soap Project","2 hours","Intermediate","Desert Rose Mica"
"1768737211-318","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/ombre-heart-soap-project/PS000373.html","Ombre Heart Soap Project","1 hour","Beginner","6 Cavity Heart Silicone Mold"
"1768737231-319","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/relaxing-body-cream-project/PS000374.html","Relaxing Body Cream Project","30 minutes","Intermediate","Wild Heather and Thyme Fragrance Oil"
"1768737251-320","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/nourishing-nail-oil-project/PS000375.html","Nourishing Nail Oil Project","30 minutes","Beginner","tea tree essential oil"
"1768737271-321","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/colorful-succulent-soap-project/PS000376.html","Colorful Succulent Soap Project","1 hour","Intermediate","Greenhouse Fragrance Oil"
"1768737291-322","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/minty-fresh-indigo-soap-project/PS000377.html","Minty Fresh Indigo Soap Project","2 hours","Intermediate","spearmint essential oil"
"1768737311-323","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/party-favor-soap-project/PS000382.html","Party Favor Soap Project","1 hour","Beginner","this free printable"
"1768737331-324","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/limoncello-soap-project/PS000383.html","Limoncello Soap Project","2 hours","Advanced","Italian Limoncello Fragrance Oil"
"1768737351-325","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/cosmetics/coco-olive-lip-balm-project/PS000384.html","Coco Olive Lip Balm Project","30 minutes","Beginner","Coco Olive Lip Balm Base"
"1768737371-326","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/seashell-soap-project/PS000385.html","Seashell Soap Project","1 hour","Intermediate","Sicilian Sea Breeze Fragrance Oil"
"1768737391-327","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/driftwood-and-amber-candle-project/PS000386.html","Driftwood and Amber Candle Project","1 hour","Beginner","How to Make Soy Wax Candles"
"1768737411-328","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/classic-castile-soap-project/PS000387.html","Classic Castile Soap Project","1 hour","Beginner","Learn more about castile soap here"
"1768737431-329","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/peach-bath-truffles/PS000389.html","Peach Bath Truffles","1 hour","Intermediate","skin-loving butters"
"1768737451-330","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/strawberry-soap-project/PS000390.html","Strawberry Soap Project","2 hours","Advanced","Large Heart Silicone Column Mold"
"1768737471-331","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/rainbow-sherbet-soap-project/PS000391.html","Rainbow Sherbet Soap Project","2 hours","Advanced",""
"1768737491-332","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/prism-pearl-candle-project/PS000392.html","Prism Pearl Candle Project","1 hour","Beginner","Iridescent Diamond Candle Jar"
"1768737511-333","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/moonstone-mirage-soap-project/PS000393.html","Moonstone Mirage Soap Project","1 hour","Intermediate",""
"1768737531-334","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/watermelon-sugar-soap-project/PS000395.html","Watermelon Sugar Soap Project","1 hour","Intermediate","6 Cavity Heart Silicone Mold"
"1768737551-335","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/lavender-haze-soap-project/PS000396.html","Lavender Haze Soap Project","2 hours","Intermediate","Lilac Mirage UltraSparkle Mica"
